Main Category,Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Location,Rating,Reviews,Image URL,Product URL,Product Description,Product ID,Local Image Path
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,African Wax Print Cotton Fabric,Prime Impex,₹ 65,/Meter,Rajkot,,,https://5.imimg.com/data5/ANDROID/Default/2023/6/318032237/PO/TM/AI/159229958/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/african-wax-print-cotton-fabric-2851578584630.html,African Wax Print Cotton Fabric,0da5f660-3a93-4e0b-8c4d-80adaaa4895a,products\0da5f660-3a93-4e0b-8c4d-80adaaa4895a\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,Gamathi Cotton Fabric,Priyanka Fabrics,₹ 525,/Piece,Jetpur,,,https://5.imimg.com/data5/ANDROID/Default/2022/9/BH/LD/YT/14018571/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/gamathi-cotton-fabric-27069452391.html,Gamathi Cotton Fabric,f0d0bb3f-147c-41c8-bf30-2f95e48cc085,products\f0d0bb3f-147c-41c8-bf30-2f95e48cc085\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"Soft finish cotton fabric, GSM (Fabric Weight): 120-140 gsm, Gsm (Fabric Weight): 120-140 Gsm",Shah Jayantilal & Brothers,₹ 68,/Meter,Jetpur,,,https://5.imimg.com/data5/SELLER/Default/2025/12/567299718/PT/PG/PV/54369229/soft-finish-cotton-fabric-250x250.jpg,https://www.indiamart.com/proddetail/soft-finish-cotton-fabric-2858161928697.html,"Soft finish cotton fabric, GSM (Fabric Weight): 120-140 gsm, Gsm (Fabric Weight): 120-140 Gsm",b2e37548-de82-4c54-a377-12e99c9fee1c,products\b2e37548-de82-4c54-a377-12e99c9fee1c\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"190 Gsm Cotton Fabric, Block Print",Jivaa Fashion Private Limited,₹ 75,/Meter,Jetpur,,,https://5.imimg.com/data5/ANDROID/Default/2023/6/316889587/HQ/IP/OG/16238443/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/190-gsm-cotton-fabric-2851549428133.html,"190 Gsm Cotton Fabric, Block Print",1b5c8f6f-fc2d-4b25-8ebb-a47b63fcf5bc,products\1b5c8f6f-fc2d-4b25-8ebb-a47b63fcf5bc\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"Snow Cotton, GSM (Fabric Weight): 180-200 gsm, 60x60",Radha Krishna Emporium,₹ 300,/Piece,Rajkot,,,https://5.imimg.com/data5/IOS/Default/2026/4/596964150/HY/DE/JE/150632182/imtemp1775279950-250x250.jpeg,https://www.indiamart.com/proddetail/snow-cotton-2859049691197.html,"Snow Cotton, GSM (Fabric Weight): 180-200 gsm, 60x60",7f8604fc-670e-4bf4-bc5a-6546724a5c8e,products\7f8604fc-670e-4bf4-bc5a-6546724a5c8e\1.jpeg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,Mars Cotton Jeans Fabrics Set,K K Enterprises,₹ 215,/Meter,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/3/494600140/MC/MU/YK/241413377/mars-denim-jeans-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/mars-cotton-jeans-fabrics-set-2856001734297.html,Mars Cotton Jeans Fabrics Set,30090052-6d6f-45c6-ae77-b784358f16d5,products\30090052-6d6f-45c6-ae77-b784358f16d5\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,Red Cotton Bandhani Screen Printed Fabric,Jayantilal Ratilal & Co.,₹ 85,/Meter,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/575171283/DF/XO/EZ/5225674/product-jpeg-250x250.jpeg,https://www.indiamart.com/proddetail/red-cotton-bandhani-screen-printed-fabric-2858286928691.html,Red Cotton Bandhani Screen Printed Fabric,a8a9caa9-9898-4bf9-898f-3eca02508931,products\a8a9caa9-9898-4bf9-898f-3eca02508931\1.jpeg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,Designer Cotton Fabric,Goldstar Textile,₹ 75,/Meter,Jetpur,,,https://4.imimg.com/data4/QN/WB/MY-10391510/designer-cotton-fabric-250x250.jpg,https://www.indiamart.com/proddetail/designer-cotton-fabric-13403462988.html,Designer Cotton Fabric,c85f0eb4-ce62-49f4-bdb3-434b0c3d81e6,products\c85f0eb4-ce62-49f4-bdb3-434b0c3d81e6\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"Cotton Fabric, 58 inches",J.P. Cloth Stores,Ask Price,,Rajkot,,,https://5.imimg.com/data5/WHATSAPP/Default/2025/1/485013245/NE/VT/RD/51880121/image-250x250.jpeg,https://www.indiamart.com/proddetail/cotton-fabric-2856379115830.html,"Cotton Fabric, 58 inches",0026c366-d708-4e24-9a96-3fe035460ab9,products\0026c366-d708-4e24-9a96-3fe035460ab9\1.jpeg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"Cotton Material Manufacturer, Plain/Solids",A D Textile,Ask Price,,Jetpur,,,https://5.imimg.com/data5/SELLER/Default/2023/7/322331010/RF/QS/IW/29922877/cotton-material-manufacturer-250x250.jpg,https://www.indiamart.com/proddetail/cotton-material-manufacturer-2851680814773.html,"Cotton Material Manufacturer, Plain/Solids",6a3ebfe1-7502-4383-a770-d13c8b71498e,products\6a3ebfe1-7502-4383-a770-d13c8b71498e\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"200 GSM Osaka Japan Cotton Fabric, 44 inches",Stitch Knit Fabrics,₹ 499,/Meter,Surat - Deals in Amreli,,,https://5.imimg.com/data5/ANDROID/Default/2024/6/428435455/CH/OO/BT/191920284/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/200-gsm-osaka-japan-cotton-fabric-2854299104191.html,"200 GSM Osaka Japan Cotton Fabric, 44 inches",bbdba380-129a-4054-9530-3f066239fb90,products\bbdba380-129a-4054-9530-3f066239fb90\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"Recycled Cotton Fabric for Medical, Apparel, and Uniform Use (50 Inch Width)",Prabhu Naidu Limited,₹ 30,/Meter,Ichalkaranji - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/7/327716199/YZ/MN/UP/84648758/cotton-fabric-250x250.jpg,https://www.indiamart.com/proddetail/cotton-fabric-for-medical-apparel-and-uniform-use-25300872712.html,"Recycled Cotton Fabric for Medical, Apparel, and Uniform Use (50 Inch Width)",c4ebbf6a-f065-4fec-aaa5-84a817a0f8db,products\c4ebbf6a-f065-4fec-aaa5-84a817a0f8db\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,"Cotton Fabric, GSM (Fabric Weight): 160-180 gsm, 60x60",Indian Divine Arts,₹ 130,/Meter,Jaipur - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/2/QF/BA/AY/135261708/14-4--250x250.jpg,https://www.indiamart.com/proddetail/cotton-fabric-2850209488130.html,"Cotton Fabric, GSM (Fabric Weight): 160-180 gsm, 60x60",1e094130-a540-4c0e-a7a3-3fb72234b43a,products\1e094130-a540-4c0e-a7a3-3fb72234b43a\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,Hand Block Printed Cotton Fabric For Dresess Cotton Hand Block Printed Fabric,Indus Art And Emporium,₹ 110,/Meter,Jaipur - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/2/490149908/AS/HP/IA/1172212/hand-block-printed-cotton-fabric-for-dresess-cotton-hand-block-printed-fabric-250x250.jpg,https://www.indiamart.com/proddetail/hand-block-printed-cotton-fabric-for-dresess-cotton-hand-block-printed-fabric-2855812277712.html,Hand Block Printed Cotton Fabric For Dresess Cotton Hand Block Printed Fabric,b3d9c388-a485-41e7-bf7c-378f732cc870,products\b3d9c388-a485-41e7-bf7c-378f732cc870\1.jpg
Textiles,Fabric & Textiles,Cotton Fabric,cotton fabric,Rfd Cotton Fabric,S.Biotex Private Limited,₹ 400,/Meter,Ludhiana - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/10/AX/XQ/PO/3087351/fc-782rc-scaled-250x250.jpg,https://www.indiamart.com/proddetail/rfd-cotton-fabric-27000264888.html,S.Biotex Private Limited,b5497162-551b-4fea-965d-2f011c237c54,products\b5497162-551b-4fea-965d-2f011c237c54\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Modal Silk Fabric,Priya Dresses,₹ 500,/Meter,Jetpur,,,https://5.imimg.com/data5/ANDROID/Default/2023/4/304068103/NS/SD/PR/124067784/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/modal-silk-fabric-2850977227048.html,GST Email Mobile Member: 5 yrs,092919dd-b978-4a3b-906b-bb05afbbe297,products\092919dd-b978-4a3b-906b-bb05afbbe297\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Plain Heavy Banglori Silk Fabric,Jay Dawarkadhish Fashion,₹ 24,/Meter,Surat - Deals in Amreli,,,https://5.imimg.com/data5/ANDROID/Default/2023/1/LN/TJ/MB/996729/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/heavy-banglori-silk-fabric-2849911103191.html,Plain Heavy Banglori Silk Fabric,c4ac492a-f473-4ad3-ba02-8bb36a227a80,products\c4ac492a-f473-4ad3-ba02-8bb36a227a80\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Jenny Silk Fabric - Viscose Silk Plain Weave,Nishtha Enterprises Private Limited,₹ 78,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/12/477434776/JB/SJ/HP/180862118/jenny-silk-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/jenny-silk-fabric-2855553805262.html,Jenny Silk Fabric - Viscose Silk Plain Weave,107e22ee-57f6-4cc6-b354-5e73396044a6,products\107e22ee-57f6-4cc6-b354-5e73396044a6\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,60 GSM Crushed Silk Fabric,Chandni Impex,₹ 147,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/5/512125131/EB/BF/SB/162133721/img-6240-250x250.jpg,https://www.indiamart.com/proddetail/60-gsm-crushed-silk-fabric-2856543127997.html,60 GSM Crushed Silk Fabric,0d064cd3-0130-4328-9100-2a9bce321cbc,products\0d064cd3-0130-4328-9100-2a9bce321cbc\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Paithani Silk Fabric Manufacturer In Surat,Sky Tex,₹ 180,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523397233/YQ/VK/AN/154154820/img-20250630-wa0037-250x250.jpg,https://www.indiamart.com/proddetail/paithani-silk-fabric-manufacturer-in-surat-2856824415055.html,Paithani Silk Fabric Manufacturer In Surat,8d7f68a7-f0ac-41b5-ac1c-4c72bb8d50e6,products\8d7f68a7-f0ac-41b5-ac1c-4c72bb8d50e6\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Roman Silk Fabrics,Vishnu Fabrics,₹ 48,/Meter,Surat,,,https://5.imimg.com/data5/ANDROID/Default/2024/8/440265206/RI/UQ/RW/28603224/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/roman-silk-fabrics-2854588517362.html,GST Email Mobile Member: 10 yrs,f02537a4-6de4-4ab3-8358-2d817f4a4575,products\f02537a4-6de4-4ab3-8358-2d817f4a4575\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Printed Vichitra Silk Fabric,Silk India Corporation,₹ 55,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/6/428548289/HS/BK/EI/6883431/whatsapp-image-2024-06-20-at-2-14-24-pm-1-250x250.jpeg,https://www.indiamart.com/proddetail/vichitra-silk-fabric-2854301801055.html,Printed Vichitra Silk Fabric,cefdb04a-961e-4687-a227-1e053de7bc74,products\cefdb04a-961e-4687-a227-1e053de7bc74\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Rajeshwari Kurta Kurti Silk Fabric, Plain",Manglam Textiles,₹ 85,/Meter,Surat,,,https://5.imimg.com/data5/ZE/OX/BV/SELLER-33865970/rj1-250x250.jpeg,https://www.indiamart.com/proddetail/rajeshwari-kurta-kurti-silk-fabric-21518645862.html,"Rajeshwari Kurta Kurti Silk Fabric, Plain",6274b340-a607-4f32-87bf-e886910315d3,products\6274b340-a607-4f32-87bf-e886910315d3\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Space/ fandy silk fabric,Vardhman Textiles,₹ 120,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491667248/ZT/DV/HT/125707336/space-fandy-silk-250x250.jpg,https://www.indiamart.com/proddetail/space-fandy-silk-fabric-2855847273133.html,Space/ fandy silk fabric,a5c0d801-65cf-4705-968b-25d0ee324e27,products\a5c0d801-65cf-4705-968b-25d0ee324e27\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Organza Soft Silk Fabric, Jacquard",Nancy Enterprises,₹ 90,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/522856706/EM/FB/BT/52632127/kp-aayna-5055-8-900x1350-crop-ce-250x250.jpg,https://www.indiamart.com/proddetail/soft-silk-fabric-2856812453562.html,"Organza Soft Silk Fabric, Jacquard",6dc98a79-5907-464d-aa8f-850c98ef9480,products\6dc98a79-5907-464d-aa8f-850c98ef9480\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Modal Silk Fabric,Priya Dresses,₹ 500,/Meter,Jetpur,,,https://5.imimg.com/data5/ANDROID/Default/2023/4/304068103/NS/SD/PR/124067784/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/modal-silk-fabric-2850977227048.html,GST Email Mobile Member: 5 yrs,399c070a-ac97-4755-ae19-385f6abb0e9e,products\399c070a-ac97-4755-ae19-385f6abb0e9e\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Plain Heavy Banglori Silk Fabric,Jay Dawarkadhish Fashion,₹ 24,/Meter,Surat - Deals in Amreli,,,https://5.imimg.com/data5/ANDROID/Default/2023/1/LN/TJ/MB/996729/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/heavy-banglori-silk-fabric-2849911103191.html,Plain Heavy Banglori Silk Fabric,1136c057-deaf-45b5-a5de-08076a24ef1f,products\1136c057-deaf-45b5-a5de-08076a24ef1f\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Jenny Silk Fabric - Viscose Silk Plain Weave,Nishtha Enterprises Private Limited,₹ 78,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/12/477434776/JB/SJ/HP/180862118/jenny-silk-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/jenny-silk-fabric-2855553805262.html,Jenny Silk Fabric - Viscose Silk Plain Weave,602879eb-7363-4790-a8da-a0f282278c36,products\602879eb-7363-4790-a8da-a0f282278c36\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,60 GSM Crushed Silk Fabric,Chandni Impex,₹ 147,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/5/512125131/EB/BF/SB/162133721/img-6240-250x250.jpg,https://www.indiamart.com/proddetail/60-gsm-crushed-silk-fabric-2856543127997.html,60 GSM Crushed Silk Fabric,82bf5bf7-3ebf-4444-bf7d-d9c35f2cf77f,products\82bf5bf7-3ebf-4444-bf7d-d9c35f2cf77f\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Paithani Silk Fabric Manufacturer In Surat,Sky Tex,₹ 180,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523397233/YQ/VK/AN/154154820/img-20250630-wa0037-250x250.jpg,https://www.indiamart.com/proddetail/paithani-silk-fabric-manufacturer-in-surat-2856824415055.html,Paithani Silk Fabric Manufacturer In Surat,badbcdea-acb2-45b7-81a5-03a1fc598b97,products\badbcdea-acb2-45b7-81a5-03a1fc598b97\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Roman Silk Fabrics,Vishnu Fabrics,₹ 48,/Meter,Surat,,,https://5.imimg.com/data5/ANDROID/Default/2024/8/440265206/RI/UQ/RW/28603224/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/roman-silk-fabrics-2854588517362.html,GST Email Mobile Member: 10 yrs,704ad779-8d78-4062-ae9c-3d474532423d,products\704ad779-8d78-4062-ae9c-3d474532423d\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Printed Vichitra Silk Fabric,Silk India Corporation,₹ 55,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/6/428548289/HS/BK/EI/6883431/whatsapp-image-2024-06-20-at-2-14-24-pm-1-250x250.jpeg,https://www.indiamart.com/proddetail/vichitra-silk-fabric-2854301801055.html,Printed Vichitra Silk Fabric,02a4aab4-a720-464a-a116-1ad1b796f08f,products\02a4aab4-a720-464a-a116-1ad1b796f08f\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Rajeshwari Kurta Kurti Silk Fabric, Plain",Manglam Textiles,₹ 85,/Meter,Surat,,,https://5.imimg.com/data5/ZE/OX/BV/SELLER-33865970/rj1-250x250.jpeg,https://www.indiamart.com/proddetail/rajeshwari-kurta-kurti-silk-fabric-21518645862.html,"Rajeshwari Kurta Kurti Silk Fabric, Plain",921a89e2-5f47-496e-b2f0-98eaccbb495a,products\921a89e2-5f47-496e-b2f0-98eaccbb495a\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Space/ fandy silk fabric,Vardhman Textiles,₹ 120,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491667248/ZT/DV/HT/125707336/space-fandy-silk-250x250.jpg,https://www.indiamart.com/proddetail/space-fandy-silk-fabric-2855847273133.html,Space/ fandy silk fabric,7e6e2db1-5310-4bca-8ecb-44fe009b16dd,products\7e6e2db1-5310-4bca-8ecb-44fe009b16dd\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Organza Soft Silk Fabric, Jacquard",Nancy Enterprises,₹ 90,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/522856706/EM/FB/BT/52632127/kp-aayna-5055-8-900x1350-crop-ce-250x250.jpg,https://www.indiamart.com/proddetail/soft-silk-fabric-2856812453562.html,"Organza Soft Silk Fabric, Jacquard",e09d4a19-2c3f-47de-8aa6-e5a8788a33c5,products\e09d4a19-2c3f-47de-8aa6-e5a8788a33c5\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Modal Silk Fabric,Priya Dresses,₹ 500,/Meter,Jetpur,,,https://5.imimg.com/data5/ANDROID/Default/2023/4/304068103/NS/SD/PR/124067784/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/modal-silk-fabric-2850977227048.html,GST Email Mobile Member: 5 yrs,1f36e318-69fe-4573-b0cf-5f629ca2c745,products\1f36e318-69fe-4573-b0cf-5f629ca2c745\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Plain Heavy Banglori Silk Fabric,Jay Dawarkadhish Fashion,₹ 24,/Meter,Surat - Deals in Amreli,,,https://5.imimg.com/data5/ANDROID/Default/2023/1/LN/TJ/MB/996729/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/heavy-banglori-silk-fabric-2849911103191.html,Plain Heavy Banglori Silk Fabric,6ad9cf0c-d01a-433b-96dc-fc2dba6bcabc,products\6ad9cf0c-d01a-433b-96dc-fc2dba6bcabc\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Jenny Silk Fabric - Viscose Silk Plain Weave,Nishtha Enterprises Private Limited,₹ 78,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/12/477434776/JB/SJ/HP/180862118/jenny-silk-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/jenny-silk-fabric-2855553805262.html,Jenny Silk Fabric - Viscose Silk Plain Weave,9f3716e8-d276-4e75-ab44-e9ac9459d411,products\9f3716e8-d276-4e75-ab44-e9ac9459d411\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,60 GSM Crushed Silk Fabric,Chandni Impex,₹ 147,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/5/512125131/EB/BF/SB/162133721/img-6240-250x250.jpg,https://www.indiamart.com/proddetail/60-gsm-crushed-silk-fabric-2856543127997.html,60 GSM Crushed Silk Fabric,2daa33a1-05b9-4330-bab8-4a3bfb9838d0,products\2daa33a1-05b9-4330-bab8-4a3bfb9838d0\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Paithani Silk Fabric Manufacturer In Surat,Sky Tex,₹ 180,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523397233/YQ/VK/AN/154154820/img-20250630-wa0037-250x250.jpg,https://www.indiamart.com/proddetail/paithani-silk-fabric-manufacturer-in-surat-2856824415055.html,Paithani Silk Fabric Manufacturer In Surat,aac1c39f-8492-49fb-96b7-699b59d57c53,products\aac1c39f-8492-49fb-96b7-699b59d57c53\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Roman Silk Fabrics,Vishnu Fabrics,₹ 48,/Meter,Surat,,,https://5.imimg.com/data5/ANDROID/Default/2024/8/440265206/RI/UQ/RW/28603224/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/roman-silk-fabrics-2854588517362.html,GST Email Mobile Member: 10 yrs,331e81a7-8d86-4dcd-b2dd-4253053a8753,products\331e81a7-8d86-4dcd-b2dd-4253053a8753\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Printed Vichitra Silk Fabric,Silk India Corporation,₹ 55,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/6/428548289/HS/BK/EI/6883431/whatsapp-image-2024-06-20-at-2-14-24-pm-1-250x250.jpeg,https://www.indiamart.com/proddetail/vichitra-silk-fabric-2854301801055.html,Printed Vichitra Silk Fabric,f2a0b176-82b4-43f5-b11a-d6ec59ffd7fa,products\f2a0b176-82b4-43f5-b11a-d6ec59ffd7fa\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Rajeshwari Kurta Kurti Silk Fabric, Plain",Manglam Textiles,₹ 85,/Meter,Surat,,,https://5.imimg.com/data5/ZE/OX/BV/SELLER-33865970/rj1-250x250.jpeg,https://www.indiamart.com/proddetail/rajeshwari-kurta-kurti-silk-fabric-21518645862.html,"Rajeshwari Kurta Kurti Silk Fabric, Plain",a3f5dd8b-5025-4f78-b5d3-0532623d795b,products\a3f5dd8b-5025-4f78-b5d3-0532623d795b\1.jpeg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Space/ fandy silk fabric,Vardhman Textiles,₹ 120,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491667248/ZT/DV/HT/125707336/space-fandy-silk-250x250.jpg,https://www.indiamart.com/proddetail/space-fandy-silk-fabric-2855847273133.html,Space/ fandy silk fabric,083bd1a4-425f-4ae8-8d74-1bd8d191622c,products\083bd1a4-425f-4ae8-8d74-1bd8d191622c\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,"Organza Soft Silk Fabric, Jacquard",Nancy Enterprises,₹ 90,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/522856706/EM/FB/BT/52632127/kp-aayna-5055-8-900x1350-crop-ce-250x250.jpg,https://www.indiamart.com/proddetail/soft-silk-fabric-2856812453562.html,"Organza Soft Silk Fabric, Jacquard",89dd09dc-4dd5-4215-bb48-ab7110e0b06c,products\89dd09dc-4dd5-4215-bb48-ab7110e0b06c\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Modal Silk Fabric,Priya Dresses,₹ 500,/Meter,Jetpur,,,https://5.imimg.com/data5/ANDROID/Default/2023/4/304068103/NS/SD/PR/124067784/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/modal-silk-fabric-2850977227048.html,GST Email Mobile Member: 5 yrs,5da47f41-078e-47f0-8ad3-82f2199f76d7,products\5da47f41-078e-47f0-8ad3-82f2199f76d7\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Plain Heavy Banglori Silk Fabric,Jay Dawarkadhish Fashion,₹ 24,/Meter,Surat - Deals in Amreli,,,https://5.imimg.com/data5/ANDROID/Default/2023/1/LN/TJ/MB/996729/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/heavy-banglori-silk-fabric-2849911103191.html,Plain Heavy Banglori Silk Fabric,38cff634-fd4d-416d-a788-f60adc08d649,products\38cff634-fd4d-416d-a788-f60adc08d649\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Jenny Silk Fabric - Viscose Silk Plain Weave,Nishtha Enterprises Private Limited,₹ 78,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/12/477434776/JB/SJ/HP/180862118/jenny-silk-fabrics-250x250.jpg,https://www.indiamart.com/proddetail/jenny-silk-fabric-2855553805262.html,Jenny Silk Fabric - Viscose Silk Plain Weave,c0e6864f-b22e-4190-b082-10d425f9fd06,products\c0e6864f-b22e-4190-b082-10d425f9fd06\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,60 GSM Crushed Silk Fabric,Chandni Impex,₹ 147,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/5/512125131/EB/BF/SB/162133721/img-6240-250x250.jpg,https://www.indiamart.com/proddetail/60-gsm-crushed-silk-fabric-2856543127997.html,60 GSM Crushed Silk Fabric,077190f7-cd57-4481-bd1f-d38304efd8c6,products\077190f7-cd57-4481-bd1f-d38304efd8c6\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Paithani Silk Fabric Manufacturer In Surat,Sky Tex,₹ 180,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2025/6/523397233/YQ/VK/AN/154154820/img-20250630-wa0037-250x250.jpg,https://www.indiamart.com/proddetail/paithani-silk-fabric-manufacturer-in-surat-2856824415055.html,Paithani Silk Fabric Manufacturer In Surat,633726da-0039-4c4a-ac0f-766512eb353c,products\633726da-0039-4c4a-ac0f-766512eb353c\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Roman Silk Fabrics,Vishnu Fabrics,₹ 48,/Meter,Surat,,,https://5.imimg.com/data5/ANDROID/Default/2024/8/440265206/RI/UQ/RW/28603224/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/roman-silk-fabrics-2854588517362.html,GST Email Mobile Member: 10 yrs,7193fc44-a477-43bc-918b-ea41af53dd02,products\7193fc44-a477-43bc-918b-ea41af53dd02\1.jpg
Textiles,Fabric & Textiles,Silk Fabric,silk fabric,Printed Vichitra Silk Fabric,Silk India Corporation,₹ 55,/Meter,Surat,,,https://5.imimg.com/data5/SELLER/Default/2024/6/428548289/HS/BK/EI/6883431/whatsapp-image-2024-06-20-at-2-14-24-pm-1-250x250.jpeg,https://www.indiamart.com/proddetail/vichitra-silk-fabric-2854301801055.html,Printed Vichitra Silk Fabric,fc638be2-2993-4b34-92d5-14fea70c4d2b,products\fc638be2-2993-4b34-92d5-14fea70c4d2b\1.jpeg
